TEKLİF NUMARASI,HASARSIZLIK İNDİRİMİ KADEMESİ,TRAFİK BASAMAK KODU,MARKA,ARAÇ YAŞI,MODEL YILI,YAKIT TİPİ,İL,İLÇE,YAŞ ,TEKLİF PRİMİ,PORTFÖY AYRIMI,SİGORTALI TİPİ,TEKLİF ONAY DURUMU
25586,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,ÜMRANİYE,35,7.616,YENİ İŞ,O,T
25587,40%,5,MERCEDES,4,2020,DIZEL,İSTANBUL,,0,44.586,YENİ İŞ,T,T
25588,0%,4,FORD,4,2020,DIZEL,İSTANBUL,SULTANGAZİ,35,6.344,İLK DEFA SİGORTALI,O,T
25589,0%,6,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,BEYOĞLU,46,17.300,İLK DEFA SİGORTALI,O,T
25590,40%,6,TOYOTA,2,2022,DIZEL,ANKARA,,0,20.573,YENİ İŞ,T,T
25591,0%,4,FORD,4,2020,DIZEL,İSTANBUL,BAŞAKŞEHİR,57,9.016,İLK DEFA SİGORTALI,O,T
25592,0%,7,RENAULT,2,2022,BENZİN,İSTANBUL,BAĞCILAR,33,8.416,İLK DEFA SİGORTALI,O,T
25593,0%,4,HONDA,2,2022,BENZİN,İSTANBUL,BAYRAMPAŞA,28,14.410,İLK DEFA SİGORTALI,O,T
25594,60%,8,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,,0,8.056,YENİLEME,T,T
25595,40%,5,TOYOTA,4,2020,BENZİN,İSTANBUL,ESENLER,42,6.656,YENİLEME,O,P
25596,0%,4,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,ÜSKÜDAR,36,17.502,İLK DEFA SİGORTALI,O,T
25597,0%,5,FORD,4,2020,DIZEL,ANKARA,,0,12.058,YENİ İŞ,T,T
25598,0%,6,FORD,4,2020,DIZEL,İSTANBUL,ŞİŞLİ,46,21.016,İLK DEFA SİGORTALI,O,T
25599,0%,4,TOYOTA,3,2021,DIZEL,ANKARA,MURATPAŞA,37,15.139,İLK DEFA SİGORTALI,O,T
25600,30%,7,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,ÜMRANİYE,54,11.915,YENİ İŞ,O,P
25601,0%,7,MERCEDES,4,2020,DIZEL,İSTANBUL,MALTEPE,52,44.122,İLK DEFA SİGORTALI,O,T
25602,60%,8,FORD,4,2020,DIZEL,İZMİR,KEMALPAŞA,45,8.281,YENİ İŞ,O,T
25603,30%,7,FORD,3,2021,DIZEL,İSTANBUL,,0,11.937,YENİ İŞ,T,T
25604,60%,7,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,ÜMRANİYE,46,7.485,YENİ İŞ,O,T
25605,60%,7,FORD,2,2022,DIZEL,İSTANBUL,,0,9.509,YENİ İŞ,T,T
25606,60%,8,MERCEDES,4,2020,DIZEL,İSTANBUL,ZEYTİNBURNU,44,15.920,YENİ İŞ,O,T
25607,50%,7,MERCEDES,3,2021,DIZEL,İSTANBUL,,0,19.710,YENİ İŞ,T,P
25608,0%,8,MERCEDES,4,2020,DIZEL,ANKARA,SİNCAN,40,31.503,İLK DEFA SİGORTALI,O,T
25609,40%,5,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,SİLİVRİ,60,13.850,YENİ İŞ,O,T
25610,30%,4,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,ÜSKÜDAR,24,13.213,YENİ İŞ,O,T
25611,60%,6,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,BEŞİKTAŞ,64,9.170,YENİ İŞ,O,T
25612,0%,8,VOLKSWAGEN,1,2023,BENZİN,ANKARA,ETİMESGUT,43,15.289,İLK DEFA SİGORTALI,O,P
25613,40%,7,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,BAĞCILAR,58,6.592,YENİLEME,O,P
25614,30%,4,MERCEDES,2,2022,BENZİN,İSTANBUL,EYÜP,33,8.766,YENİ İŞ,O,T
25615,0%,3,MERCEDES,4,2020,BENZİN,İZMİR,URLA,27,25.122,İLK DEFA SİGORTALI,O,T
25616,0%,4,FORD,1,2023,DIZEL,İSTANBUL,TUZLA,56,13.175,İLK DEFA SİGORTALI,O,T
25617,30%,7,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,BAŞAKŞEHİR,32,9.253,YENİ İŞ,O,T
25618,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,FATİH,33,18.171,YENİ İŞ,O,T
25619,0%,4,MERCEDES,1,2023,DIZEL,İSTANBUL,,0,19.336,İLK DEFA SİGORTALI,T,T
25620,60%,4,VOLKSWAGEN,1,2023,BENZİN,ANKARA,ÇANKAYA,29,7.862,YENİ İŞ,O,T
25621,60%,7,VOLKSWAGEN,5,2019,DIZEL,ANKARA,ÇANKAYA,46,6.549,YENİ İŞ,O,T
25622,0%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,KADIKÖY,45,11.769,YENİ İŞ,O,T
25623,30%,6,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,,0,18.261,YENİ İŞ,T,T
25624,60%,7,FORD,4,2020,DIZEL,İSTANBUL,SULTANGAZİ,49,6.383,YENİ İŞ,O,T
25625,0%,4,HONDA,3,2021,BENZİN,İSTANBUL,SULTANGAZİ,40,15.322,İLK DEFA SİGORTALI,O,T
25626,40%,6,VOLKSWAGEN,3,2021,BENZİN,İZMİR,KARABAĞLAR,64,7.532,YENİ İŞ,O,T
25627,0%,6,HONDA,3,2021,BENZİN,İSTANBUL,SANCAKTEPE,30,10.984,İLK DEFA SİGORTALI,O,T
25628,50%,7,FORD,2,2022,DIZEL,İSTANBUL,,0,18.561,YENİLEME,T,T
25629,0%,7,MERCEDES,2,2022,DIZEL,İSTANBUL,,0,34.163,İLK DEFA SİGORTALI,T,T
25631,50%,7,RENAULT,5,2019,BENZİN,İZMİR,,0,6.134,YENİ İŞ,T,T
25632,50%,5,FORD,5,2019,DIZEL,ANKARA,,0,9.689,YENİ İŞ,T,P
25633,50%,8,TOYOTA,4,2020,BENZİN,İSTANBUL,ATAŞEHİR,53,10.297,YENİLEME,O,P
25634,30%,8,MERCEDES,5,2019,DIZEL,İSTANBUL,BAŞAKŞEHİR,55,11.000,YENİ İŞ,O,P
25635,0%,4,VOLKSWAGEN,0,2024,BENZİN,İSTANBUL,BAYRAMPAŞA,31,8.459,İLK DEFA SİGORTALI,O,T
25636,0%,8,FORD,1,2023,DIZEL,İSTANBUL,,0,20.810,İLK DEFA SİGORTALI,T,T
25637,30%,4,VOLKSWAGEN,3,2021,BENZİN,ANKARA,ALTINDAĞ,27,9.090,YENİ İŞ,O,T
25638,0%,7,TOYOTA,1,2023,BENZİN,İSTANBUL,KAĞITHANE,30,15.341,İLK DEFA SİGORTALI,O,T
25639,0%,6,RENAULT,1,2023,DIZEL,İSTANBUL,,0,16.868,YENİ İŞ,T,T
25640,40%,6,VOLKSWAGEN,1,2023,BENZİN,İZMİR,BORNOVA,53,7.784,YENİ İŞ,O,T
25641,30%,5,VOLKSWAGEN,1,2023,BENZİN,ANKARA,ÇANKAYA,53,10.344,YENİ İŞ,O,T
25642,40%,6,VOLKSWAGEN,4,2020,DIZEL,İSTANBUL,,0,22.129,YENİ İŞ,T,T
25643,30%,5,MERCEDES,3,2021,DIZEL,İSTANBUL,ŞİŞLİ,64,29.577,YENİ İŞ,O,P
25644,30%,6,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,BAŞAKŞEHİR,32,6.372,YENİLEME,O,T
25645,30%,5,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,PENDİK,42,10.835,YENİ İŞ,O,T
25646,0%,7,VOLKSWAGEN,2,2022,DIZEL,İSTANBUL,,0,26.083,İLK DEFA SİGORTALI,T,T
25647,30%,5,RENAULT,1,2023,DIZEL,İSTANBUL,,0,8.951,YENİ İŞ,T,T
25648,30%,7,TOYOTA,2,2022,BENZİN,İSTANBUL,,0,10.726,YENİ İŞ,T,T
25649,0%,4,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,,0,14.981,İLK DEFA SİGORTALI,T,T
25650,50%,7,RENAULT,3,2021,DIZEL,İSTANBUL,,0,11.641,YENİLEME,T,P
25651,30%,5,FORD,1,2023,DIZEL,İSTANBUL,,0,12.738,YENİ İŞ,T,T
25652,0%,4,VOLKSWAGEN,0,2024,BENZİN,ANKARA,YENİMAHALLE,46,10.306,SIFIR ARAÇ,O,P
25653,60%,7,FORD,4,2020,DIZEL,İSTANBUL,BEYKOZ,33,5.591,YENİ İŞ,O,T
25655,60%,7,FORD,4,2020,BENZİN,ANKARA,ÇANKAYA,43,10.824,YENİ İŞ,O,T
25656,30%,5,VOLKSWAGEN,1,2023,BENZİN,ANKARA,KEÇİÖREN,55,7.681,YENİ İŞ,O,T
25657,0%,7,HONDA,4,2020,BENZİN,İSTANBUL,ÜMRANİYE,47,15.266,YENİ İŞ,O,T
25658,0%,4,TOYOTA,3,2021,BENZİN,İSTANBUL,ESENYURT,40,11.843,İLK DEFA SİGORTALI,O,T
25659,40%,6,RENAULT,2,2022,DIZEL,İSTANBUL,,0,8.408,YENİ İŞ,T,T
25660,0%,4,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,KADIKÖY,39,9.324,İLK DEFA SİGORTALI,O,T
25661,60%,8,FORD,4,2020,BENZİN,İZMİR,KARABAĞLAR,39,7.125,YENİ İŞ,O,T
25662,50%,6,FORD,3,2021,DIZEL,ANKARA,,0,9.970,YENİ İŞ,T,T
25663,0%,8,VOLKSWAGEN,1,2023,BENZİN,ANKARA,,0,10.255,İLK DEFA SİGORTALI,T,P
25664,60%,8,MERCEDES,4,2020,DIZEL,İSTANBUL,EYÜP,37,14.163,YENİ İŞ,O,T
25665,40%,7,FORD,3,2021,DIZEL,İZMİR,,0,11.563,YENİ İŞ,T,T
25666,0%,7,VOLKSWAGEN,4,2020,DIZEL,İSTANBUL,EYÜP,64,17.121,İLK DEFA SİGORTALI,O,T
25667,30%,5,FORD,1,2023,DIZEL,İZMİR,KARABAĞLAR,32,10.463,YENİ İŞ,O,T
25668,0%,4,VOLKSWAGEN,2,2022,DIZEL,İSTANBUL,ESENYURT,29,8.747,İLK DEFA SİGORTALI,O,T
25669,0%,6,HONDA,5,2019,BENZİN,ANKARA,ÇANKAYA,36,9.366,YENİ İŞ,O,T
25670,60%,7,VOLKSWAGEN,4,2020,BENZİN,İZMİR,BORNOVA,31,6.514,YENİ İŞ,O,T
25671,40%,6,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,KARTAL,38,9.952,YENİ İŞ,O,T
25672,0%,4,HONDA,1,2023,BENZİN,İSTANBUL,,0,25.168,İLK DEFA SİGORTALI,T,T
25673,60%,7,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,EYÜP,50,9.683,YENİ İŞ,O,T
25674,50%,7,TOYOTA,4,2020,BENZİN,İSTANBUL,BEYLİKDÜZÜ,61,7.315,YENİ İŞ,O,P
25675,40%,8,FORD,2,2022,DIZEL,İZMİR,,0,8.351,YENİLEME,T,T
25676,50%,6,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,54,10.397,YENİ İŞ,O,T
25677,30%,7,VOLKSWAGEN,1,2023,BENZİN,İZMİR,GAZİEMİR,32,7.335,YENİ İŞ,O,T
25678,40%,3,RENAULT,4,2020,DIZEL,İSTANBUL,,0,8.832,YENİ İŞ,T,T
25679,0%,4,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,ŞİLE,56,10.123,İLK DEFA SİGORTALI,O,T
25680,0%,4,FORD,5,2019,DIZEL,İSTANBUL,BAKIRKÖY,58,21.570,İLK DEFA SİGORTALI,O,T
25681,30%,7,FORD,2,2022,DIZEL,İSTANBUL,SİLİVRİ,54,8.555,YENİ İŞ,O,T
25682,0%,7,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,,0,27.400,YENİ İŞ,T,T
25683,0%,5,HONDA,4,2020,DIZEL,İSTANBUL,BAHÇELİEVLER,55,18.613,İLK DEFA SİGORTALI,O,T
25684,30%,7,FORD,1,2023,DIZEL,İSTANBUL,,0,15.355,YENİ İŞ,T,T
25685,0%,4,FORD,1,2023,BENZİN,ANKARA,SİNCAN,21,21.607,İLK DEFA SİGORTALI,O,T
25686,30%,5,FORD,1,2023,DIZEL,İSTANBUL,ÇEKMEKÖY,44,9.122,YENİ İŞ,O,T
25687,0%,4,FORD,2,2022,DIZEL,İSTANBUL,ESENYURT,33,8.092,İLK DEFA SİGORTALI,O,T
25688,60%,8,TOYOTA,2,2022,BENZİN,İSTANBUL,BAŞAKŞEHİR,63,7.515,YENİ İŞ,O,T
25689,40%,6,HONDA,3,2021,BENZİN,İSTANBUL,ÜMRANİYE,36,13.699,YENİ İŞ,O,T
25690,0%,4,MERCEDES,4,2020,DIZEL,İSTANBUL,ZEYTİNBURNU,41,26.946,İLK DEFA SİGORTALI,O,T
25691,60%,8,VOLKSWAGEN,5,2019,DIZEL,ANKARA,ÇANKAYA,40,6.455,YENİ İŞ,O,T
25692,60%,7,FORD,5,2019,DIZEL,İSTANBUL,,0,7.074,YENİ İŞ,T,T
25693,0%,7,FORD,4,2020,DIZEL,İZMİR,KARABAĞLAR,42,10.074,İLK DEFA SİGORTALI,O,T
25694,0%,4,RENAULT,2,2022,DIZEL,İSTANBUL,,0,10.769,İLK DEFA SİGORTALI,T,T
25695,60%,6,FORD,5,2019,DIZEL,İSTANBUL,,0,8.685,YENİ İŞ,T,T
25696,0%,5,HONDA,3,2021,BENZİN,İSTANBUL,ÜSKÜDAR,50,11.944,İLK DEFA SİGORTALI,O,T
25697,60%,7,FORD,2,2022,DIZEL,ANKARA,,0,11.245,YENİ İŞ,T,T
25698,50%,7,VOLKSWAGEN,3,2021,DIZEL,İSTANBUL,,0,13.263,YENİ İŞ,T,T
25699,0%,4,RENAULT,2,2022,DIZEL,İZMİR,BORNOVA,29,10.378,İLK DEFA SİGORTALI,O,T
25700,0%,6,FORD,4,2020,DIZEL,İZMİR,,0,14.845,YENİ İŞ,T,T
25701,50%,7,FORD,4,2020,BENZİN,İZMİR,NARLIDERE,49,7.492,YENİ İŞ,O,T
25702,0%,7,RENAULT,2,2022,BENZİN,ANKARA,SİNCAN,37,11.958,YENİ İŞ,O,T
25703,30%,5,RENAULT,1,2023,DIZEL,İZMİR,KARŞIYAKA,33,9.720,YENİ İŞ,O,T
25704,60%,3,MERCEDES,1,2023,DIZEL,İSTANBUL,,0,14.427,YENİ İŞ,T,T
25705,60%,7,TOYOTA,4,2020,BENZİN,İSTANBUL,BEŞİKTAŞ,60,6.098,YENİ İŞ,O,T
25706,60%,8,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,GAZİOSMANPAŞA,41,6.563,YENİ İŞ,O,T
25707,60%,8,VOLKSWAGEN,1,2023,BENZİN,İZMİR,BUCA,51,7.278,YENİ İŞ,O,T
25708,0%,4,VOLKSWAGEN,4,2020,DIZEL,ANKARA,YENİMAHALLE,38,15.137,İLK DEFA SİGORTALI,O,T
25709,60%,6,FORD,2,2022,DIZEL,İZMİR,BORNOVA,43,8.944,YENİ İŞ,O,T
25710,0%,8,VOLKSWAGEN,2,2022,BENZİN,ANKARA,MAMAK,57,15.797,İLK DEFA SİGORTALI,O,T
25711,0%,4,VOLKSWAGEN,2,2022,DIZEL,İSTANBUL,SULTANBEYLİ,44,10.684,İLK DEFA SİGORTALI,O,T
25712,0%,4,VOLKSWAGEN,5,2019,DIZEL,İZMİR,ÇEŞME,23,31.293,İLK DEFA SİGORTALI,O,T
25713,30%,7,VOLKSWAGEN,3,2021,DIZEL,ANKARA,KIZILCAHAMAM,35,11.718,YENİ İŞ,O,T
25714,0%,4,FORD,1,2023,DIZEL,İSTANBUL,ESENLER,34,12.197,İLK DEFA SİGORTALI,O,T
25715,60%,8,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,,0,12.548,YENİ İŞ,T,P
25716,60%,6,RENAULT,3,2021,DIZEL,İSTANBUL,,0,12.409,YENİ İŞ,T,T
25717,30%,8,VOLKSWAGEN,1,2023,BENZİN,İZMİR,BORNOVA,34,7.872,YENİ İŞ,O,P
25718,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,SULTANGAZİ,23,11.993,YENİ İŞ,O,T
25719,40%,5,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,BEYOĞLU,41,7.544,YENİ İŞ,O,T
25720,50%,6,VOLKSWAGEN,3,2021,DIZEL,İSTANBUL,ŞİLE,35,9.286,YENİ İŞ,O,T
25721,30%,5,VOLKSWAGEN,1,2023,DIZEL,ANKARA,ÇANKAYA,49,9.174,YENİ İŞ,O,T
25722,60%,5,VOLKSWAGEN,1,2023,DIZEL,ANKARA,MAMAK,36,9.443,YENİ İŞ,O,T
25723,0%,4,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,35,14.129,İLK DEFA SİGORTALI,O,T
25724,0%,4,HONDA,5,2019,DIZEL,İSTANBUL,AVCILAR,61,13.689,İLK DEFA SİGORTALI,O,T
25725,0%,4,MERCEDES,4,2020,BENZİN,ANKARA,ETİMESGUT,30,16.557,İLK DEFA SİGORTALI,O,T
25726,40%,6,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,BAKIRKÖY,45,4.502,YENİ İŞ,O,P
25727,40%,6,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,ÜSKÜDAR,29,14.227,YENİ İŞ,O,T
25728,60%,8,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,KAĞITHANE,41,8.896,YENİ İŞ,O,T
25729,0%,8,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,KÜÇÜKÇEKMECE,42,13.845,İLK DEFA SİGORTALI,O,T
25730,0%,4,VOLKSWAGEN,0,2024,DIZEL,İSTANBUL,,0,18.919,İLK DEFA SİGORTALI,T,T
25731,40%,5,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,,0,15.158,YENİ İŞ,T,T
25732,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,,0,12.238,YENİ İŞ,T,T
25733,50%,7,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,,0,11.357,YENİ İŞ,T,T
25734,30%,6,HONDA,3,2021,BENZİN,İSTANBUL,ESENYURT,35,12.187,YENİ İŞ,O,T
25735,30%,5,RENAULT,1,2023,DIZEL,İSTANBUL,,0,9.579,YENİ İŞ,T,P
25736,0%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,BEYLİKDÜZÜ,43,26.523,İLK DEFA SİGORTALI,O,T
25737,30%,4,VOLKSWAGEN,2,2022,DIZEL,İSTANBUL,BAŞAKŞEHİR,26,11.943,YENİ İŞ,O,T
25738,30%,7,RENAULT,1,2023,DIZEL,ANKARA,,0,11.499,YENİ İŞ,T,T
25739,30%,5,FORD,2,2022,DIZEL,İZMİR,,0,11.462,YENİ İŞ,T,T
25740,0%,5,TOYOTA,2,2022,DIZEL,İZMİR,KARABAĞLAR,40,18.105,YENİ İŞ,O,T
25741,0%,4,MERCEDES,2,2022,BENZİN,İSTANBUL,ARNAVUTKÖY,31,16.597,İLK DEFA SİGORTALI,O,T
25742,0%,7,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,BEYLİKDÜZÜ,44,21.567,İLK DEFA SİGORTALI,O,T
25743,50%,7,TOYOTA,3,2021,BENZİN,İSTANBUL,KADIKÖY,44,7.308,YENİ İŞ,O,T
25744,0%,5,FORD,1,2023,BENZİN,ANKARA,ETİMESGUT,33,10.353,İLK DEFA SİGORTALI,O,T
25745,60%,7,VOLKSWAGEN,5,2019,BENZİN,İSTANBUL,MALTEPE,42,4.639,YENİ İŞ,O,P
25746,0%,4,FORD,2,2022,DIZEL,İSTANBUL,ÜSKÜDAR,49,11.041,İLK DEFA SİGORTALI,O,T
25747,40%,6,TOYOTA,2,2022,BENZİN,İSTANBUL,ÜSKÜDAR,41,7.809,YENİLEME,O,P
25748,30%,5,VOLKSWAGEN,0,2024,BENZİN,İSTANBUL,BAYRAMPAŞA,34,9.700,YENİ İŞ,O,T
25749,0%,4,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,BEYLİKDÜZÜ,33,14.848,İLK DEFA SİGORTALI,O,T
25750,0%,7,HONDA,2,2022,BENZİN,İZMİR,BUCA,29,29.407,İLK DEFA SİGORTALI,O,T
25751,60%,7,FORD,3,2021,BENZİN,İZMİR,MENEMEN,57,8.218,YENİ İŞ,O,T
25752,60%,4,RENAULT,4,2020,BENZİN,İSTANBUL,BAĞCILAR,44,8.360,YENİ İŞ,O,T
25753,30%,7,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,,0,18.624,YENİLEME,T,T
25754,50%,7,TOYOTA,3,2021,BENZİN,İSTANBUL,BAHÇELİEVLER,45,7.117,YENİ İŞ,O,T
25755,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,SARIYER,59,8.393,YENİ İŞ,O,T
25756,0%,4,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,BAĞCILAR,41,11.194,İLK DEFA SİGORTALI,O,T
25757,30%,7,MERCEDES,2,2022,DIZEL,İSTANBUL,ARNAVUTKÖY,46,15.932,YENİ İŞ,O,T
25758,30%,4,VOLKSWAGEN,3,2021,BENZİN,ANKARA,ÇANKAYA,36,8.599,YENİLEME,O,T
25759,0%,4,FORD,2,2022,DIZEL,İSTANBUL,SULTANGAZİ,30,11.483,İLK DEFA SİGORTALI,O,T
25760,0%,7,RENAULT,2,2022,DIZEL,İSTANBUL,PENDİK,39,10.567,İLK DEFA SİGORTALI,O,T
25761,0%,5,MERCEDES,0,2024,DIZEL,İSTANBUL,,0,86.706,İLK DEFA SİGORTALI,T,T
25762,0%,4,MERCEDES,1,2023,DIZEL,İSTANBUL,,0,26.063,İLK DEFA SİGORTALI,T,T
25763,0%,7,VOLKSWAGEN,1,2023,BENZİN,ANKARA,ALTINDAĞ,40,15.976,İLK DEFA SİGORTALI,O,T
25764,30%,8,VOLKSWAGEN,4,2020,BENZİN,ANKARA,ETİMESGUT,43,9.810,YENİ İŞ,O,T
25765,30%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,TUZLA,29,9.056,YENİ İŞ,O,T
25766,50%,6,HONDA,3,2021,BENZİN,İZMİR,BORNOVA,49,7.236,YENİLEME,O,T
25767,60%,6,FORD,3,2021,DIZEL,İSTANBUL,BEYLİKDÜZÜ,49,6.626,YENİ İŞ,O,P
25768,0%,4,RENAULT,4,2020,DIZEL,İSTANBUL,KÜÇÜKÇEKMECE,26,18.527,İLK DEFA SİGORTALI,O,T
25769,0%,6,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,ZEYTİNBURNU,45,8.123,İLK DEFA SİGORTALI,O,T
25770,0%,5,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,ESENYURT,52,15.737,İLK DEFA SİGORTALI,O,T
25771,60%,5,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,37,5.745,YENİ İŞ,O,T
25772,30%,5,VOLKSWAGEN,1,2023,DIZEL,İZMİR,,0,19.780,YENİ İŞ,T,T
25773,0%,4,RENAULT,1,2023,DIZEL,İSTANBUL,,0,16.446,İLK DEFA SİGORTALI,T,T
25774,60%,8,VOLKSWAGEN,4,2020,BENZİN,İZMİR,KARŞIYAKA,37,6.716,YENİ İŞ,O,T
25775,30%,5,RENAULT,1,2023,DIZEL,İSTANBUL,,0,9.802,YENİ İŞ,T,T
25776,0%,7,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,SANCAKTEPE,47,10.546,İLK DEFA SİGORTALI,O,T
25777,60%,8,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,BÜYÜKÇEKMECE,50,5.358,YENİ İŞ,O,T
25778,40%,5,MERCEDES,3,2021,DIZEL,İSTANBUL,,0,12.251,YENİ İŞ,T,T
25779,0%,4,FORD,1,2023,BENZİN,İSTANBUL,ATAŞEHİR,58,10.426,İLK DEFA SİGORTALI,O,T
25780,50%,6,FORD,1,2023,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,49,7.940,YENİ İŞ,O,T
25781,0%,7,HONDA,0,2024,BENZİN,İSTANBUL,PENDİK,43,15.316,SIFIR ARAÇ,O,T
25783,30%,7,FORD,4,2020,DIZEL,ANKARA,ETİMESGUT,36,24.760,YENİ İŞ,O,T
25784,0%,4,VOLKSWAGEN,2,2022,DIZEL,İSTANBUL,BÜYÜKÇEKMECE,51,12.982,İLK DEFA SİGORTALI,O,T
25785,50%,8,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,TUZLA,50,11.766,YENİ İŞ,O,T
25786,30%,4,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,BEŞİKTAŞ,28,8.060,YENİ İŞ,O,T
25787,0%,4,RENAULT,2,2022,DIZEL,İSTANBUL,ÜMRANİYE,38,16.593,İLK DEFA SİGORTALI,O,T
25788,40%,6,FORD,1,2023,DIZEL,İSTANBUL,ESENYURT,64,13.108,YENİ İŞ,O,T
25789,0%,4,FORD,3,2021,DIZEL,İSTANBUL,BAĞCILAR,31,10.300,İLK DEFA SİGORTALI,O,T
25790,50%,7,FORD,2,2022,BENZİN,İSTANBUL,ÜMRANİYE,36,11.337,YENİ İŞ,O,T
25791,0%,4,RENAULT,2,2022,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,29,16.004,İLK DEFA SİGORTALI,O,T
25792,30%,5,FORD,1,2023,DIZEL,İSTANBUL,GAZİOSMANPAŞA,37,8.719,YENİ İŞ,O,T
25793,0%,7,VOLKSWAGEN,2,2022,DIZEL,İSTANBUL,SANCAKTEPE,40,15.795,İLK DEFA SİGORTALI,O,T
25794,0%,5,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,BÜYÜKÇEKMECE,32,14.304,İLK DEFA SİGORTALI,O,T
25795,40%,7,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,BEYLİKDÜZÜ,45,9.909,YENİ İŞ,O,T
25796,0%,4,FORD,1,2023,BENZİN,İSTANBUL,MALTEPE,38,9.939,İLK DEFA SİGORTALI,O,T
25797,40%,6,TOYOTA,2,2022,DIZEL,ANKARA,,0,9.078,YENİ İŞ,T,T
25798,60%,8,MERCEDES,5,2019,DIZEL,İZMİR,KARŞIYAKA,51,10.589,YENİ İŞ,O,T
25799,50%,7,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,KARTAL,33,9.175,YENİLEME,O,T
25800,0%,4,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,FATİH,26,17.647,İLK DEFA SİGORTALI,O,T
25801,40%,8,FORD,4,2020,DIZEL,ANKARA,ÇANKAYA,51,18.018,YENİ İŞ,O,T
25802,60%,8,FORD,4,2020,DIZEL,İZMİR,KARABAĞLAR,42,7.978,YENİ İŞ,O,P
25803,30%,5,FORD,1,2023,DIZEL,İSTANBUL,BAĞCILAR,46,9.522,YENİ İŞ,O,T
25804,50%,7,TOYOTA,4,2020,BENZİN,İSTANBUL,PENDİK,56,8.998,YENİ İŞ,O,T
25805,0%,7,VOLKSWAGEN,3,2021,DIZEL,İSTANBUL,EYÜP,38,18.750,İLK DEFA SİGORTALI,O,T
25806,0%,3,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,ESENLER,24,20.918,İLK DEFA SİGORTALI,O,T
25807,0%,7,HONDA,3,2021,BENZİN,ANKARA,ETİMESGUT,54,11.636,İLK DEFA SİGORTALI,O,T
25808,30%,5,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,GAZİOSMANPAŞA,38,9.717,YENİ İŞ,O,T
