TEKLİF NUMARASI,HASARSIZLIK İNDİRİMİ KADEMESİ,TRAFİK BASAMAK KODU,MARKA,ARAÇ YAŞI,MODEL YILI,YAKIT TİPİ,İL,İLÇE,YAŞ ,TEKLİF PRİMİ,PORTFÖY AYRIMI,SİGORTALI TİPİ,TEKLİF ONAY DURUMU
17308,30%,5,TOYOTA,1,2023,DIZEL,İZMİR,,0,21.663,YENİ İŞ,T,T
17309,0%,7,MERCEDES,0,2024,DIZEL,ANKARA,MAMAK,64,28.223,YENİLEME,O,P
17310,0%,4,FORD,3,2021,DIZEL,İZMİR,BUCA,19,14.155,İLK DEFA SİGORTALI,O,T
17311,30%,8,FORD,1,2023,BENZİN,İZMİR,BAYRAKLI,38,6.588,YENİ İŞ,O,T
17312,40%,5,FORD,2,2022,DIZEL,İSTANBUL,,0,7.519,YENİ İŞ,T,T
17313,0%,6,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,BAĞCILAR,47,13.293,İLK DEFA SİGORTALI,O,T
17314,30%,4,FORD,1,2023,DIZEL,İZMİR,,0,18.522,YENİ İŞ,T,T
17315,0%,4,TOYOTA,1,2023,BENZİN,ANKARA,YENİMAHALLE,62,10.824,İLK DEFA SİGORTALI,O,T
17316,50%,7,TOYOTA,1,2023,BENZİN,İSTANBUL,BEYLİKDÜZÜ,33,7.658,YENİ İŞ,O,T
17317,30%,7,MERCEDES,3,2021,BENZİN,İSTANBUL,ZEYTİNBURNU,45,26.396,YENİ İŞ,O,T
17319,60%,7,VOLKSWAGEN,4,2020,DIZEL,İSTANBUL,BAĞCILAR,54,5.998,YENİ İŞ,O,T
17320,30%,8,RENAULT,1,2023,DIZEL,İSTANBUL,,0,9.686,YENİ İŞ,T,P
17321,60%,6,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,BAHÇELİEVLER,37,11.248,YENİ İŞ,O,T
17322,30%,3,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,ATAŞEHİR,51,18.847,YENİ İŞ,O,T
17323,0%,4,FORD,1,2023,DIZEL,İSTANBUL,BAĞCILAR,33,10.479,İLK DEFA SİGORTALI,O,T
17324,0%,4,FORD,5,2019,DIZEL,İZMİR,KARABURUN,25,9.687,İLK DEFA SİGORTALI,O,T
17325,60%,5,HONDA,1,2023,BENZİN,İSTANBUL,ŞİŞLİ,56,10.461,YENİ İŞ,O,T
17326,30%,7,MERCEDES,3,2021,DIZEL,ANKARA,ÇANKAYA,51,17.954,YENİLEME,O,T
17327,0%,7,TOYOTA,3,2021,BENZİN,ANKARA,ETİMESGUT,60,5.592,İLK DEFA SİGORTALI,O,T
17328,0%,8,VOLKSWAGEN,5,2019,BENZİN,İSTANBUL,SARIYER,46,21.061,İLK DEFA SİGORTALI,O,T
17329,0%,4,FORD,4,2020,DIZEL,İSTANBUL,KÜÇÜKÇEKMECE,42,9.802,İLK DEFA SİGORTALI,O,T
17330,60%,7,FORD,2,2022,DIZEL,İZMİR,KARABAĞLAR,36,8.165,YENİ İŞ,O,T
17331,0%,4,MERCEDES,3,2021,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,19,55.056,İLK DEFA SİGORTALI,O,T
17332,30%,5,FORD,1,2023,BENZİN,İSTANBUL,BAKIRKÖY,47,7.498,YENİ İŞ,O,P
17333,0%,4,MERCEDES,0,2024,DIZEL,ANKARA,ALTINDAĞ,33,25.884,SIFIR ARAÇ,O,T
17334,0%,7,VOLKSWAGEN,1,2023,BENZİN,ANKARA,ÇANKAYA,35,18.370,İLK DEFA SİGORTALI,O,T
17335,30%,8,FORD,3,2021,DIZEL,İZMİR,,0,8.412,YENİ İŞ,T,P
17336,30%,8,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,TUZLA,39,14.457,YENİ İŞ,O,T
17337,0%,4,FORD,3,2021,DIZEL,İSTANBUL,ESENYURT,29,9.267,YENİ İŞ,O,T
17338,40%,6,MERCEDES,4,2020,BENZİN,İZMİR,KARŞIYAKA,33,16.815,YENİ İŞ,O,T
17339,30%,6,FORD,1,2023,DIZEL,ANKARA,ÇANKAYA,46,13.640,YENİ İŞ,O,T
17341,0%,4,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,ÜMRANİYE,52,12.038,İLK DEFA SİGORTALI,O,T
17342,0%,4,FORD,0,2024,DIZEL,İZMİR,MENDERES,42,12.297,İLK DEFA SİGORTALI,O,T
17343,60%,6,HONDA,3,2021,BENZİN,İSTANBUL,ÜSKÜDAR,47,8.291,YENİ İŞ,O,P
17344,60%,7,MERCEDES,2,2022,DIZEL,ANKARA,ŞEREFLİKOÇHİSAR,49,46.229,YENİ İŞ,O,T
17345,60%,7,FORD,2,2022,DIZEL,İSTANBUL,,0,9.055,YENİ İŞ,T,T
17346,0%,4,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,32,12.662,İLK DEFA SİGORTALI,O,T
17347,60%,6,MERCEDES,4,2020,DIZEL,ANKARA,GÖLBAŞI,47,12.760,YENİ İŞ,O,T
17348,30%,6,MERCEDES,3,2021,BENZİN,İZMİR,KARŞIYAKA,36,18.929,YENİ İŞ,O,T
17349,0%,7,FORD,2,2022,DIZEL,İSTANBUL,BAYRAMPAŞA,49,12.844,İLK DEFA SİGORTALI,O,T
17350,50%,8,FORD,4,2020,DIZEL,İZMİR,BAYRAKLI,52,7.041,YENİ İŞ,O,T
17351,0%,6,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,BAHÇELİEVLER,25,12.316,İLK DEFA SİGORTALI,O,T
17352,30%,7,FORD,1,2023,DIZEL,İZMİR,ÇEŞME,60,7.830,YENİ İŞ,O,T
17353,0%,6,FORD,4,2020,BENZİN,İSTANBUL,ESENYURT,37,23.705,İLK DEFA SİGORTALI,O,T
17354,0%,4,FORD,4,2020,DIZEL,İSTANBUL,,0,15.327,İLK DEFA SİGORTALI,T,T
17355,60%,6,TOYOTA,1,2023,BENZİN,ANKARA,YENİMAHALLE,61,8.540,YENİ İŞ,O,P
17356,0%,4,TOYOTA,1,2023,DIZEL,ANKARA,,0,29.998,İLK DEFA SİGORTALI,T,T
17357,0%,7,FORD,5,2019,DIZEL,İSTANBUL,,0,17.323,YENİLEME,T,P
17358,60%,7,FORD,2,2022,BENZİN,İSTANBUL,BAHÇELİEVLER,36,6.722,YENİLEME,O,T
17359,30%,6,RENAULT,2,2022,DIZEL,İZMİR,,0,10.087,YENİ İŞ,T,T
17360,0%,6,MERCEDES,2,2022,BENZİN,İSTANBUL,BÜYÜKÇEKMECE,49,22.038,YENİ İŞ,O,P
17361,50%,6,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,ÇEKMEKÖY,36,9.485,YENİ İŞ,O,T
17362,60%,7,MERCEDES,1,2023,DIZEL,İSTANBUL,,0,24.240,YENİ İŞ,T,T
17363,60%,7,HONDA,2,2022,BENZİN,İZMİR,ÇİĞLİ,42,5.318,YENİ İŞ,O,T
17364,40%,6,MERCEDES,1,2023,DIZEL,İSTANBUL,PENDİK,57,22.447,YENİ İŞ,O,T
17365,40%,5,VOLKSWAGEN,2,2022,BENZİN,ANKARA,,0,10.237,YENİ İŞ,T,T
17366,30%,6,TOYOTA,1,2023,BENZİN,İSTANBUL,BEYOĞLU,39,9.654,YENİ İŞ,O,T
17367,0%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,BAĞCILAR,50,15.012,İLK DEFA SİGORTALI,O,T
17368,40%,5,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,GAZİOSMANPAŞA,30,9.539,YENİ İŞ,O,T
17369,0%,4,VOLKSWAGEN,0,2024,DIZEL,İSTANBUL,,0,17.478,SIFIR ARAÇ,T,T
17370,0%,4,TOYOTA,1,2023,BENZİN,İSTANBUL,,0,13.386,İLK DEFA SİGORTALI,T,T
17371,30%,4,RENAULT,3,2021,BENZİN,İSTANBUL,BAŞAKŞEHİR,25,7.666,YENİ İŞ,O,T
17372,0%,4,FORD,4,2020,DIZEL,ANKARA,YENİMAHALLE,40,17.666,İLK DEFA SİGORTALI,O,P
17373,0%,5,FORD,2,2022,DIZEL,İZMİR,KARABAĞLAR,42,11.178,İLK DEFA SİGORTALI,O,T
17374,60%,8,FORD,4,2020,BENZİN,İSTANBUL,SARIYER,44,6.165,YENİ İŞ,O,T
17375,0%,4,VOLKSWAGEN,1,2023,BENZİN,ANKARA,YENİMAHALLE,33,10.052,İLK DEFA SİGORTALI,O,T
17376,30%,4,FORD,4,2020,DIZEL,İZMİR,BUCA,46,14.183,YENİ İŞ,O,T
17377,40%,3,FORD,2,2022,DIZEL,İSTANBUL,,0,45.088,YENİ İŞ,T,T
17378,0%,4,VOLKSWAGEN,0,2024,DIZEL,İSTANBUL,ÜMRANİYE,39,18.331,İLK DEFA SİGORTALI,O,T
17380,50%,7,FORD,3,2021,BENZİN,İSTANBUL,BAŞAKŞEHİR,37,9.047,YENİ İŞ,O,T
17381,0%,4,FORD,1,2023,DIZEL,İSTANBUL,ATAŞEHİR,27,12.963,İLK DEFA SİGORTALI,O,T
17382,0%,7,FORD,2,2022,BENZİN,ANKARA,ÇANKAYA,35,12.802,YENİ İŞ,O,T
17383,60%,8,MERCEDES,0,2024,DIZEL,ANKARA,ÇANKAYA,48,23.128,YENİ İŞ,O,T
17384,40%,6,VOLKSWAGEN,2,2022,BENZİN,İZMİR,BORNOVA,38,6.919,YENİ İŞ,O,T
17385,30%,3,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,BÜYÜKÇEKMECE,28,10.716,YENİ İŞ,O,T
17386,50%,5,FORD,3,2021,DIZEL,ANKARA,ETİMESGUT,41,12.675,YENİ İŞ,O,T
17387,0%,5,TOYOTA,4,2020,BENZİN,ANKARA,SİNCAN,27,12.975,İLK DEFA SİGORTALI,O,T
17388,30%,5,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,BAĞCILAR,31,9.933,YENİ İŞ,O,T
17389,30%,8,MERCEDES,2,2022,BENZİN,İZMİR,,0,17.149,YENİ İŞ,T,T
17390,0%,8,MERCEDES,0,2024,DIZEL,İSTANBUL,,0,34.395,YENİ İŞ,T,T
17391,30%,5,FORD,1,2023,DIZEL,İSTANBUL,,0,12.738,YENİ İŞ,T,T
17392,60%,7,VOLKSWAGEN,2,2022,BENZİN,İZMİR,BORNOVA,36,7.883,YENİ İŞ,O,T
17393,60%,8,HONDA,2,2022,BENZİN,İSTANBUL,BAHÇELİEVLER,46,5.418,YENİ İŞ,O,T
17394,50%,6,VOLKSWAGEN,4,2020,BENZİN,ANKARA,POLATLI,62,9.049,YENİ İŞ,O,T
17395,40%,8,TOYOTA,2,2022,BENZİN,İSTANBUL,BAŞAKŞEHİR,42,9.306,YENİLEME,O,P
17396,40%,6,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,BAŞAKŞEHİR,35,7.682,YENİ İŞ,O,T
17397,0%,4,RENAULT,4,2020,DIZEL,İSTANBUL,BEYLİKDÜZÜ,46,20.805,İLK DEFA SİGORTALI,O,T
17398,50%,7,MERCEDES,3,2021,DIZEL,İSTANBUL,KAĞITHANE,35,20.319,YENİ İŞ,O,P
17399,40%,6,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,TUZLA,20,17.832,YENİ İŞ,O,T
17400,30%,5,FORD,4,2020,DIZEL,İSTANBUL,KÜÇÜKÇEKMECE,44,11.132,YENİ İŞ,O,T
17401,30%,6,VOLKSWAGEN,4,2020,DIZEL,İSTANBUL,SULTANBEYLİ,50,10.983,YENİ İŞ,O,T
17402,30%,7,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,ŞİŞLİ,44,13.793,YENİ İŞ,O,T
17403,60%,5,RENAULT,5,2019,DIZEL,İSTANBUL,,0,9.148,YENİLEME,T,T
17404,0%,7,FORD,4,2020,BENZİN,İSTANBUL,BÜYÜKÇEKMECE,49,8.961,İLK DEFA SİGORTALI,O,T
17405,0%,4,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,SANCAKTEPE,24,27.077,İLK DEFA SİGORTALI,O,T
17406,30%,5,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,,0,15.667,YENİ İŞ,T,P
17407,0%,4,VOLKSWAGEN,4,2020,DIZEL,İSTANBUL,ÜSKÜDAR,24,17.645,İLK DEFA SİGORTALI,O,T
17408,50%,6,MERCEDES,4,2020,BENZİN,İSTANBUL,,0,20.056,YENİLEME,T,P
17409,60%,7,FORD,4,2020,BENZİN,ANKARA,YENİMAHALLE,35,6.178,YENİ İŞ,O,T
17410,0%,7,TOYOTA,0,2024,BENZİN,İSTANBUL,KAĞITHANE,52,10.081,İLK DEFA SİGORTALI,O,T
17411,40%,7,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,ÜMRANİYE,35,13.290,YENİ İŞ,O,T
17412,30%,4,FORD,2,2022,DIZEL,ANKARA,,0,45.212,YENİ İŞ,T,T
17413,40%,7,HONDA,5,2019,BENZİN,İSTANBUL,ÜSKÜDAR,46,12.504,YENİ İŞ,O,P
17414,40%,7,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,,0,17.468,YENİLEME,T,T
17415,40%,6,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,,0,14.926,YENİ İŞ,T,T
17416,40%,7,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,KADIKÖY,47,9.243,YENİ İŞ,O,T
17417,30%,7,TOYOTA,2,2022,BENZİN,ANKARA,YENİMAHALLE,60,7.386,YENİ İŞ,O,P
17418,50%,7,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,39,9.066,YENİ İŞ,O,T
17419,0%,7,FORD,0,2024,DIZEL,İZMİR,BAYRAKLI,45,12.863,İLK DEFA SİGORTALI,O,T
17420,0%,4,FORD,1,2023,DIZEL,ANKARA,ETİMESGUT,47,16.404,İLK DEFA SİGORTALI,O,T
17421,50%,7,TOYOTA,5,2019,BENZİN,İSTANBUL,,0,9.309,YENİ İŞ,T,P
17422,0%,4,TOYOTA,0,2024,BENZİN,ANKARA,YENİMAHALLE,54,10.651,İLK DEFA SİGORTALI,O,T
17423,50%,7,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,BAHÇELİEVLER,62,11.074,YENİ İŞ,O,T
17424,50%,7,TOYOTA,4,2020,BENZİN,İSTANBUL,KADIKÖY,33,10.012,YENİ İŞ,O,T
17425,0%,4,RENAULT,4,2020,DIZEL,İSTANBUL,,0,19.144,İLK DEFA SİGORTALI,T,T
17426,50%,7,FORD,3,2021,DIZEL,İSTANBUL,KAĞITHANE,42,8.771,YENİ İŞ,O,T
17427,60%,7,FORD,2,2022,DIZEL,İZMİR,MENEMEN,45,10.813,YENİ İŞ,O,T
17428,0%,4,MERCEDES,2,2022,BENZİN,İZMİR,BUCA,25,17.586,İLK DEFA SİGORTALI,O,P
17429,0%,4,RENAULT,3,2021,BENZİN,İSTANBUL,KARTAL,31,11.095,İLK DEFA SİGORTALI,O,T
17430,60%,8,MERCEDES,1,2023,BENZİN,İSTANBUL,FATİH,50,10.036,YENİ İŞ,O,P
17431,0%,5,RENAULT,2,2022,DIZEL,İZMİR,BORNOVA,52,9.617,YENİ İŞ,O,T
17432,30%,4,TOYOTA,3,2021,BENZİN,ANKARA,SİNCAN,32,10.041,YENİ İŞ,O,T
17433,60%,8,VOLKSWAGEN,5,2019,BENZİN,İSTANBUL,BAKIRKÖY,52,5.538,YENİ İŞ,O,T
17434,0%,4,FORD,4,2020,DIZEL,İSTANBUL,PENDİK,29,10.714,İLK DEFA SİGORTALI,O,T
17435,50%,4,RENAULT,5,2019,DIZEL,İSTANBUL,,0,10.674,YENİ İŞ,T,P
17436,0%,4,MERCEDES,3,2021,DIZEL,İSTANBUL,BEYLİKDÜZÜ,42,24.175,İLK DEFA SİGORTALI,O,T
17437,0%,6,FORD,2,2022,DIZEL,ANKARA,BEYPAZARI,23,97.926,İLK DEFA SİGORTALI,O,T
17438,30%,7,TOYOTA,3,2021,DIZEL,İSTANBUL,AVCILAR,63,10.332,YENİ İŞ,O,T
17439,0%,4,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,KAĞITHANE,56,10.541,İLK DEFA SİGORTALI,O,T
17440,0%,8,TOYOTA,3,2021,BENZİN,İSTANBUL,ŞİLE,46,7.883,İLK DEFA SİGORTALI,O,T
17441,60%,7,FORD,4,2020,DIZEL,İZMİR,BAYRAKLI,40,6.147,YENİ İŞ,O,T
17442,0%,4,RENAULT,2,2022,DIZEL,İSTANBUL,,0,15.731,İLK DEFA SİGORTALI,T,T
17443,0%,4,FORD,5,2019,DIZEL,İSTANBUL,ŞİŞLİ,34,9.508,İLK DEFA SİGORTALI,O,P
17444,30%,5,FORD,3,2021,DIZEL,İSTANBUL,BÜYÜKÇEKMECE,49,21.900,YENİ İŞ,O,T
17445,0%,4,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,BAHÇELİEVLER,44,22.147,İLK DEFA SİGORTALI,O,T
17446,50%,7,TOYOTA,3,2021,BENZİN,ANKARA,KEÇİÖREN,41,6.660,YENİ İŞ,O,P
17447,60%,7,VOLKSWAGEN,1,2023,BENZİN,İZMİR,BORNOVA,33,7.411,YENİLEME,O,T
17448,40%,7,FORD,3,2021,DIZEL,İSTANBUL,BAĞCILAR,42,9.920,YENİ İŞ,O,T
17449,60%,7,MERCEDES,2,2022,BENZİN,İSTANBUL,SANCAKTEPE,35,9.654,YENİLEME,O,P
17450,30%,6,TOYOTA,2,2022,DIZEL,İSTANBUL,BEYOĞLU,32,9.549,YENİ İŞ,O,T
17451,50%,6,RENAULT,2,2022,DIZEL,İSTANBUL,BEYLİKDÜZÜ,39,8.370,YENİ İŞ,O,T
17452,0%,5,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,ATAŞEHİR,48,13.119,YENİ İŞ,O,T
17453,60%,8,VOLKSWAGEN,1,2023,BENZİN,ANKARA,ÇANKAYA,61,5.738,YENİ İŞ,O,T
17454,0%,4,TOYOTA,3,2021,BENZİN,İSTANBUL,ESENYURT,34,8.389,İLK DEFA SİGORTALI,O,T
17455,50%,6,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,FATİH,33,14.842,YENİ İŞ,O,T
17456,0%,8,RENAULT,5,2019,DIZEL,ANKARA,MAMAK,59,7.960,İLK DEFA SİGORTALI,O,T
17457,30%,5,RENAULT,1,2023,BENZİN,ANKARA,,0,8.835,YENİ İŞ,T,P
17458,0%,5,FORD,1,2023,DIZEL,İSTANBUL,,0,15.955,YENİ İŞ,T,T
17459,60%,8,FORD,4,2020,DIZEL,ANKARA,MAMAK,46,10.923,YENİ İŞ,O,T
17460,60%,7,VOLKSWAGEN,1,2023,BENZİN,ANKARA,ETİMESGUT,39,11.324,YENİ İŞ,O,T
17461,0%,4,RENAULT,3,2021,DIZEL,İSTANBUL,,0,19.927,İLK DEFA SİGORTALI,T,T
17462,0%,6,FORD,1,2023,BENZİN,İSTANBUL,BEYOĞLU,50,10.898,İLK DEFA SİGORTALI,O,T
17463,0%,4,FORD,2,2022,DIZEL,ANKARA,,0,17.660,İLK DEFA SİGORTALI,T,T
17464,30%,7,VOLKSWAGEN,1,2023,BENZİN,İZMİR,KARŞIYAKA,50,8.468,YENİ İŞ,O,P
17465,30%,5,VOLKSWAGEN,1,2023,DIZEL,ANKARA,,0,27.940,YENİ İŞ,T,T
17466,60%,8,TOYOTA,4,2020,BENZİN,İSTANBUL,GÜNGÖREN,44,7.473,YENİ İŞ,O,T
17467,0%,7,MERCEDES,4,2020,DIZEL,ANKARA,MAMAK,45,86.874,YENİ İŞ,O,T
17468,30%,7,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,MALTEPE,39,7.795,YENİLEME,O,T
17469,0%,4,FORD,2,2022,DIZEL,İZMİR,GAZİEMİR,42,18.400,YENİ İŞ,O,T
17470,40%,6,VOLKSWAGEN,2,2022,DIZEL,İSTANBUL,,0,8.425,YENİ İŞ,T,T
17471,30%,7,VOLKSWAGEN,1,2023,BENZİN,ANKARA,ÇANKAYA,56,13.143,YENİLEME,O,T
17472,0%,8,TOYOTA,3,2021,BENZİN,İSTANBUL,BAŞAKŞEHİR,55,17.775,YENİ İŞ,O,T
17473,0%,7,HONDA,4,2020,BENZİN,İSTANBUL,,0,17.576,İLK DEFA SİGORTALI,T,P
17474,0%,8,MERCEDES,1,2023,DIZEL,ANKARA,,0,33.222,YENİ İŞ,T,T
17475,60%,4,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,MALTEPE,40,10.697,YENİ İŞ,O,T
17476,0%,5,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,,0,18.030,YENİ İŞ,T,T
17477,40%,7,VOLKSWAGEN,4,2020,DIZEL,ANKARA,,0,13.177,YENİLEME,T,P
17478,60%,7,TOYOTA,2,2022,BENZİN,ANKARA,YENİMAHALLE,30,6.170,YENİ İŞ,O,T
17479,60%,8,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,KÜÇÜKÇEKMECE,36,8.141,YENİ İŞ,O,T
17480,60%,7,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,ÜMRANİYE,30,8.159,YENİ İŞ,O,T
17481,30%,7,TOYOTA,1,2023,DIZEL,İSTANBUL,ÜMRANİYE,39,16.806,YENİ İŞ,O,T
17482,0%,7,RENAULT,5,2019,DIZEL,ANKARA,MAMAK,48,11.531,İLK DEFA SİGORTALI,O,T
17483,60%,8,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,,0,8.706,YENİLEME,T,T
17484,30%,5,FORD,1,2023,BENZİN,İZMİR,SELÇUK,34,8.585,YENİ İŞ,O,T
17485,30%,4,HONDA,0,2024,BENZİN,ANKARA,YENİMAHALLE,29,11.424,YENİ İŞ,O,T
17486,40%,7,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,MALTEPE,34,9.350,YENİ İŞ,O,P
17487,50%,7,FORD,3,2021,BENZİN,İSTANBUL,BAKIRKÖY,38,9.776,YENİ İŞ,O,T
17488,30%,5,TOYOTA,1,2023,BENZİN,İSTANBUL,BEŞİKTAŞ,39,7.339,YENİ İŞ,O,T
17489,0%,6,HONDA,2,2022,BENZİN,ANKARA,,0,26.504,İLK DEFA SİGORTALI,T,T
17490,0%,7,FORD,2,2022,DIZEL,İSTANBUL,,0,16.413,YENİ İŞ,T,P
17491,40%,6,VOLKSWAGEN,1,2023,BENZİN,ANKARA,,0,10.333,YENİ İŞ,T,T
17492,30%,5,VOLKSWAGEN,2,2022,DIZEL,İSTANBUL,SULTANGAZİ,59,10.641,YENİ İŞ,O,T
17493,0%,4,TOYOTA,2,2022,BENZİN,ANKARA,YENİMAHALLE,48,7.929,İLK DEFA SİGORTALI,O,T
17494,60%,8,TOYOTA,4,2020,BENZİN,ANKARA,KIZILCAHAMAM,62,6.109,YENİ İŞ,O,T
17495,30%,5,TOYOTA,1,2023,DIZEL,İZMİR,,0,23.544,YENİ İŞ,T,T
17496,0%,5,FORD,5,2019,DIZEL,İSTANBUL,ESENYURT,49,9.727,İLK DEFA SİGORTALI,O,T
17497,40%,5,FORD,4,2020,DIZEL,İSTANBUL,ÜMRANİYE,54,12.406,YENİ İŞ,O,T
17498,60%,7,FORD,4,2020,DIZEL,İSTANBUL,,0,10.818,YENİ İŞ,T,T
17499,0%,5,HONDA,1,2023,BENZİN,İSTANBUL,,0,26.781,YENİ İŞ,T,T
17500,0%,4,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,BAYRAMPAŞA,33,11.260,İLK DEFA SİGORTALI,O,T
17501,50%,8,RENAULT,5,2019,DIZEL,İSTANBUL,,0,10.217,YENİ İŞ,T,P
17502,40%,6,VOLKSWAGEN,2,2022,BENZİN,İSTANBUL,KADIKÖY,31,8.841,YENİLEME,O,T
17503,0%,4,VOLKSWAGEN,3,2021,BENZİN,ANKARA,ÇANKAYA,31,15.355,İLK DEFA SİGORTALI,O,T
17504,50%,7,FORD,4,2020,BENZİN,ANKARA,ÇANKAYA,59,7.472,YENİ İŞ,O,T
17505,50%,7,RENAULT,4,2020,BENZİN,İSTANBUL,BEŞİKTAŞ,43,8.018,YENİ İŞ,O,T
17506,30%,5,TOYOTA,1,2023,DIZEL,İSTANBUL,ARNAVUTKÖY,53,15.496,YENİ İŞ,O,T
17507,30%,5,VOLKSWAGEN,5,2019,DIZEL,İZMİR,BUCA,33,12.884,YENİ İŞ,O,T
17508,50%,6,VOLKSWAGEN,3,2021,DIZEL,İSTANBUL,BEYLİKDÜZÜ,40,8.333,YENİ İŞ,O,T
17509,30%,7,FORD,1,2023,DIZEL,İSTANBUL,ÇATALCA,55,9.190,YENİ İŞ,O,T
17510,0%,3,HONDA,1,2023,BENZİN,ANKARA,ALTINDAĞ,54,13.412,İLK DEFA SİGORTALI,O,T
17511,40%,5,MERCEDES,2,2022,BENZİN,İSTANBUL,KADIKÖY,61,13.398,YENİ İŞ,O,T
17512,40%,6,FORD,2,2022,BENZİN,İSTANBUL,GÜNGÖREN,52,8.944,YENİ İŞ,O,T
17513,0%,7,VOLKSWAGEN,4,2020,BENZİN,ANKARA,KEÇİÖREN,57,11.076,İLK DEFA SİGORTALI,O,T
17514,50%,6,VOLKSWAGEN,3,2021,BENZİN,İSTANBUL,,0,9.767,YENİ İŞ,T,T
17515,30%,5,VOLKSWAGEN,1,2023,BENZİN,ANKARA,GÖLBAŞI,46,12.586,YENİ İŞ,O,T
17516,30%,3,VOLKSWAGEN,5,2019,DIZEL,İSTANBUL,,0,13.426,YENİ İŞ,T,T
17517,60%,7,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,KAĞITHANE,33,8.058,YENİ İŞ,O,T
17518,30%,4,VOLKSWAGEN,1,2023,DIZEL,İSTANBUL,,0,17.001,YENİLEME,T,P
17519,60%,8,VOLKSWAGEN,5,2019,DIZEL,ANKARA,ÇANKAYA,51,7.560,YENİ İŞ,O,T
17520,60%,7,FORD,1,2023,DIZEL,İSTANBUL,,0,14.372,YENİLEME,T,T
17521,30%,4,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,BEYLİKDÜZÜ,36,11.445,YENİ İŞ,O,T
17522,0%,6,MERCEDES,1,2023,DIZEL,İSTANBUL,ZEYTİNBURNU,51,21.748,İLK DEFA SİGORTALI,O,T
17523,60%,8,VOLKSWAGEN,5,2019,BENZİN,ANKARA,ÇANKAYA,55,9.387,YENİ İŞ,O,T
17524,60%,8,VOLKSWAGEN,3,2021,BENZİN,ANKARA,ÇANKAYA,42,8.800,YENİ İŞ,O,T
17525,50%,6,MERCEDES,4,2020,BENZİN,İSTANBUL,ŞİŞLİ,43,9.619,YENİ İŞ,O,T
17526,0%,4,VOLKSWAGEN,1,2023,BENZİN,İZMİR,KARŞIYAKA,27,8.542,İLK DEFA SİGORTALI,O,T
17527,0%,7,FORD,2,2022,DIZEL,İSTANBUL,BAŞAKŞEHİR,36,15.377,İLK DEFA SİGORTALI,O,T
17528,30%,6,FORD,1,2023,DIZEL,ANKARA,SİNCAN,44,8.568,YENİ İŞ,O,T
17529,60%,7,VOLKSWAGEN,4,2020,BENZİN,İSTANBUL,BAĞCILAR,51,11.075,YENİLEME,O,T
17530,60%,7,VOLKSWAGEN,2,2022,DIZEL,İSTANBUL,GÜNGÖREN,61,5.317,YENİ İŞ,O,T
17531,60%,8,TOYOTA,3,2021,BENZİN,ANKARA,ETİMESGUT,41,6.409,YENİLEME,O,T
17532,40%,2,FORD,4,2020,DIZEL,İSTANBUL,,0,14.760,YENİ İŞ,T,T
17533,30%,4,VOLKSWAGEN,1,2023,BENZİN,İSTANBUL,PENDİK,44,11.864,YENİ İŞ,O,T
